rid,sid,sentence,category,target,from,to,polarity
1189674,1189674:5,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",FOOD#QUALITY,French food,76,87,positive
1189674,1189674:6,"Have recommended the place to friends, always gets good response.",RESTAURANT#MISCELLANEOUS,place,21,26,positive
1199292,1199292:0,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",FOOD#QUALITY,crust,77,82,positive
1199292,1199292:0,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",FOOD#QUALITY,pizza,17,22,positive
1199292,1199292:3,I take all my NYC guests to VT's.,RESTAURANT#MISCELLANEOUS,VT's,28,32,positive
1199480,1199480:0,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",LOCATION#GENERAL,neighborhood,74,86,positive
1199480,1199480:0,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",FOOD#QUALITY,food,101,105,positive
1199480,1199480:1,I've been there three times and have always had wonderful experiences.,RESTAURANT#GENERAL,NULL,0,0,positive
1199480,1199480:2,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,AMBIENCE#GENERAL,setting,75,82,positive
1199480,1199480:2,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,SERVICE#GENERAL,service,92,99,positive
1199480,1199480:2,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,RESTAURANT#MISCELLANEOUS,NULL,0,0,positive
1205520,1205520:0,I'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much... and we're repeat customers.,RESTAURANT#GENERAL,Mizu,134,138,positive
1205520,1205520:1,Even after they overcharged me the last time I was there.,SERVICE#GENERAL,NULL,0,0,negative
1205520,1205520:2,Make sure you have the Spicy Scallop roll.. .,FOOD#QUALITY,Spicy Scallop roll,23,41,positive
1205520,1205520:3,it's delicious!,FOOD#QUALITY,NULL,0,0,positive
1212346,1212346:0,"Moules were excellent, lobster ravioli was VERY salty!",FOOD#QUALITY,Moules,0,6,positive
1212346,1212346:0,"Moules were excellent, lobster ravioli was VERY salty!",FOOD#QUALITY,lobster ravioli,23,38,negative
1212346,1212346:1,"Took my mom for Mother's Day, and the maitre d' was pretty rude.",SERVICE#GENERAL,maitre d',38,47,negative
1212346,1212346:2,"Told us to sit anywhere, and when we sat he said the table was reserved.",SERVICE#GENERAL,NULL,0,0,negative
1212346,1212346:3,Stepped on my foot on the SECOND time he reached over me to adjust lighting.,SERVICE#GENERAL,NULL,0,0,negative
1212346,1212346:4,Tiny dessert was $8.00...just plain overpriced for what it is.,FOOD#STYLE_OPTIONS,dessert,5,12,negative
1212346,1212346:4,Tiny dessert was $8.00...just plain overpriced for what it is.,FOOD#PRICES,dessert,5,12,negative
1221938,1221938:0,The drinks are always welll made and wine selection is fairly priced.,DRINKS#QUALITY,drinks,4,10,positive
1221938,1221938:0,The drinks are always welll made and wine selection is fairly priced.,DRINKS#PRICES,wine selection,37,51,positive
1221938,1221938:1,Try their chef's specials-- they are to die for.,FOOD#QUALITY,chef's specials,10,25,positive
1221938,1221938:2,"Service is not exactly five star, but thats not really a big deal.",SERVICE#GENERAL,Service,0,7,neutral
1221938,1221938:3,Downstairs lounge is always a good attraction,AMBIENCE#GENERAL,Downstairs lounge,0,17,positive
1225162,1225162:0,"Raga's is a romantic, cozy restaurant.",AMBIENCE#GENERAL,Raga's,0,6,positive
1225162,1225162:1,The exotic food is beautifully presented and is a delight in delicious combinations.,FOOD#STYLE_OPTIONS,exotic food,4,15,positive
1225162,1225162:1,The exotic food is beautifully presented and is a delight in delicious combinations.,FOOD#QUALITY,exotic food,4,15,positive
1225162,1225162:2,It is also extremely well priced.,FOOD#PRICES,NULL,0,0,positive
1225162,1225162:3,The staff is incredibly helpful and attentive.,SERVICE#GENERAL,staff,4,9,positive
1225162,1225162:4,The bar is very well stocked with interesting beers and well priced wines.,DRINKS#STYLE_OPTIONS,bar,4,7,positive
1225162,1225162:4,The bar is very well stocked with interesting beers and well priced wines.,DRINKS#STYLE_OPTIONS,beers,46,51,positive
1225162,1225162:4,The bar is very well stocked with interesting beers and well priced wines.,DRINKS#PRICES,wines,68,73,positive
1225162,1225162:5,This is one of my favorite restaurants and it is not to be missed.,RESTAURANT#GENERAL,NULL,0,0,positive
1225162,1225162:6,Your friends will thank you for introducing them to this gem!,RESTAURANT#GENERAL,NULL,0,0,positive
1227999,1227999:0,"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.",RESTAURANT#GENERAL,Leon,20,24,negative
1227999,1227999:1,"The waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no...",SERVICE#GENERAL,waitress,4,12,negative
1227999,1227999:2,"Then, to top things off, she dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes. ",SERVICE#GENERAL,NULL,0,0,negative
1227999,1227999:3,Such a disappointment...,SERVICE#GENERAL,NULL,0,0,negative
1227999,1227999:4,"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one",SERVICE#GENERAL,service,5,12,negative
1227999,1227999:4,"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one",FOOD#QUALITY,food,23,27,neutral
1227999,1227999:4,"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one",RESTAURANT#GENERAL,NULL,0,0,negative
1230993,1230993:0,I had a grat time at Jekyll and Hyde!,RESTAURANT#GENERAL,Jekyll and Hyde,21,36,positive
1230993,1230993:1,I loved everythig about it-especially the shows and actors.,RESTAURANT#GENERAL,NULL,0,0,positive
1230993,1230993:1,I loved everythig about it-especially the shows and actors.,AMBIENCE#GENERAL,shows,42,47,positive
1230993,1230993:1,I loved everythig about it-especially the shows and actors.,AMBIENCE#GENERAL,actors,52,58,positive
1230993,1230993:2,Our server was very helpful and friendly.,SERVICE#GENERAL,server,4,10,positive
1230993,1230993:3,I am bringing my whole family back next time.,RESTAURANT#MISCELLANEOUS,NULL,0,0,positive
1230993,1230993:4,The food was good too.,FOOD#QUALITY,food,4,8,positive
1232468,1232468:0,The tuna and wasabe potatoes are excellent.,FOOD#QUALITY,tuna,4,8,positive
1232468,1232468:0,The tuna and wasabe potatoes are excellent.,FOOD#QUALITY,wasabe potatoes,13,28,positive
1232468,1232468:1,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,LOCATION#GENERAL,outdoor atmosphere,4,22,positive
1232468,1232468:2,"Inside is a little cramped, but to be expected.",AMBIENCE#GENERAL,NULL,0,0,neutral
1232468,1232468:3,Service was prompt and courteous.,SERVICE#GENERAL,Service,0,7,positive
1232468,1232468:4,This was a repeat visit and we'll definitely be back again.,RESTAURANT#GENERAL,NULL,0,0,positive
1241906,1241906:0,"Great service, great food.",SERVICE#GENERAL,service,6,13,positive
1241906,1241906:0,"Great service, great food.",FOOD#QUALITY,food,21,25,positive
1241906,1241906:1,Prices are in line.,RESTAURANT#PRICES,NULL,0,0,neutral
1241906,1241906:3,But too far east!,LOCATION#GENERAL,NULL,0,0,negative
1253117,1253117:1,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",FOOD#QUALITY,pizza,4,9,positive
1253117,1253117:1,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",FOOD#QUALITY,fresh mozzarella,34,50,positive
1253117,1253117:2,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",FOOD#STYLE_OPTIONS,appetizer selection,22,41,negative
1253117,1253117:3,"Also, because it is so thin, it gets cold very quickly and its not that filling.",FOOD#QUALITY,NULL,0,0,negative
1253117,1253117:3,"Also, because it is so thin, it gets cold very quickly and its not that filling.",FOOD#STYLE_OPTIONS,NULL,0,0,negative
1253117,1253117:5,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,SERVICE#GENERAL,Wait staff,0,10,negative
1253117,1253117:5,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,FOOD#QUALITY,pie,74,77,positive
1256373,1256373:0,By far the best salad I have had in a fast food restaurant.,FOOD#QUALITY,salad,16,21,positive
1256373,1256373:1,fine dining restaurant quality.,FOOD#QUALITY,dining,5,11,positive
1256373,1256373:2,Over 100 different choices to create your own.,FOOD#STYLE_OPTIONS,NULL,0,0,positive
1256373,1256373:3,A must try!,RESTAURANT#GENERAL,NULL,0,0,positive
1264954,1264954:0,"On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.",RESTAURANT#GENERAL,restaurant,73,83,positive
1264954,1264954:1,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",FOOD#QUALITY,NULL,0,0,positive
1264954,1264954:1,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",AMBIENCE#GENERAL,NULL,0,0,positive
1264954,1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",FOOD#QUALITY,chicken pot pie,4,19,positive
1264954,1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",FOOD#STYLE_OPTIONS,cheeseburger,39,51,positive
1264954,1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",FOOD#QUALITY,cheeseburger,39,51,positive
1264954,1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",SERVICE#GENERAL,service,81,88,positive
1264954,1264954:3,"With so many poor experiences to be had in the theater district, is truly an excellent find!",RESTAURANT#GENERAL,NULL,0,0,positive
1264954,1264954:4,We will return many times for this oasis in mid-town.,RESTAURANT#GENERAL,NULL,0,0,positive
1269216,1269216:1,The staff is no nonsense.,SERVICE#GENERAL,staff,4,9,positive
1269216,1269216:2,The food options rule.,FOOD#STYLE_OPTIONS,food,4,8,positive
1269216,1269216:3,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,FOOD#QUALITY,bagels,56,62,positive
1269216,1269216:4,Worth visiting the 1st Ave spot because it is the original store.,RESTAURANT#MISCELLANEOUS,1st Ave spot,19,31,positive
1275154,1275154:4,"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!",FOOD#QUALITY,Uni Hand roll,16,29,positive
1275154,1275154:6,The sake menu should not be overlooked!,DRINKS#STYLE_OPTIONS,sake menu,4,13,positive
1275154,1275154:7,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",RESTAURANT#GENERAL,NULL,0,0,positive
1275154,1275154:8,Try the lobster teriyaki and the rose special roll.,FOOD#QUALITY,lobster teriyaki,8,24,positive
1275154,1275154:8,Try the lobster teriyaki and the rose special roll.,FOOD#QUALITY,rose special roll,33,50,positive
1280166,1280166:1,"Service was very good - prompt, attentive and non-intrusive.",SERVICE#GENERAL,Service,0,7,positive
1280166,1280166:2,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",FOOD#QUALITY,Food,0,4,positive
1280166,1280166:2,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",FOOD#QUALITY,pork belly,94,104,negative
1280166,1280166:3,Wine list selection is good and wine-by-the-glass was generously filled to the top.,DRINKS#STYLE_OPTIONS,Wine list selection,0,19,positive
1280166,1280166:3,Wine list selection is good and wine-by-the-glass was generously filled to the top.,DRINKS#STYLE_OPTIONS,wine-by-the-glass,32,49,positive
1280166,1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,AMBIENCE#GENERAL,Traditional French decour,0,25,positive
1280166,1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,AMBIENCE#GENERAL,hall,50,54,negative
1280179,1280179:0,"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",RESTAURANT#GENERAL,Cafe Spice,16,26,positive
1280179,1280179:1,"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok. ",SERVICE#GENERAL,Service,14,21,neutral
1280179,1280179:2,"Seating is always prompt, though the restaurant does fill up in the evening.",SERVICE#GENERAL,Seating,0,7,positive
1280179,1280179:3,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",FOOD#QUALITY,Food,0,4,positive
1280179,1280179:3,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",FOOD#QUALITY,raw vegatables in side orders,76,105,negative
1280179,1280179:4,"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",SERVICE#GENERAL,NULL,0,0,neutral
